matrix_size,iteration_norm,error_delta_normed,duration,error_time
1000,0.199,0.0016680163476,0.058032,0.0287430443134
1000,0.2,0.00168609963006,0.064969,0.0259523715935
1000,0.201,0.00166690448465,0.058746,0.0283747741914
1000,0.202,0.00168487941477,0.058635,0.0287350458731
1000,0.203,0.00170301756368,0.061175,0.0278384562922
1000,0.204,0.00168405127399,0.058841,0.0286203714075
1000,0.205,0.00170208690547,0.068624,0.0248030850063
1000,0.206,0.00172028765821,0.064,0.0268794946596
1000,0.207,0.00170154547586,0.066212,0.0256984455365
1000,0.208,0.00171964948154,0.064773,0.0265488626671
1000,0.209,0.00173792061728,0.066615,0.026089028256
1000,0.21,0.00171939814159,0.068376,0.025146222967
1000,0.211,0.00173757824938,0.064542,0.0269216672768
1000,0.212,0.00175592760579,0.065981,0.0266126249343
1000,0.213,0.00173762077409,0.07209,0.0241034924967
1000,0.214,0.00175588478344,0.066014,0.026598672758
1000,0.215,0.00177432027342,0.077302,0.0229530966006
1000,0.216,0.00175622535267,0.066679,0.0263385076661
1000,0.217,0.00177458115111,0.068766,0.0258060836913
1000,0.218,0.00179311077959,0.069039,0.0259724326771
1000,0.219,0.00177522435941,0.073571,0.0241294036973
1000,0.22,0.00179367993924,0.068828,0.0260603234038
1000,0.221,0.00181231182025,0.070171,0.0258270770012
1000,0.222,0.00179463080715,0.075467,0.0237803385208
1000,0.223,0.00181319428239,0.070084,0.0258717293875
1000,0.224,0.00183193665635,0.072293,0.025340443146
1000,0.225,0.00181445826924,0.074899,0.0242254004625
1000,0.226,0.001833137893,0.072738,0.0252019287443
1000,0.227,0.00185199914439,0.071409,0.0259350942373
1000,0.228,0.00183472091131,0.068119,0.0269340552755
1000,0.229,0.00185352509348,0.072816,0.025454915039
1000,0.23,0.00187251376897,0.072964,0.0256635295346
1000,0.231,0.00185543352497,0.074838,0.0247926658245
1000,0.232,0.00187437085051,0.070781,0.026481271111
1000,0.233,0.00189349567762,0.077711,0.0243658642614
1000,0.234,0.00187661156393,0.080727,0.0232463929531
1000,0.235,0.00189569081171,0.076544,0.0247660275359
1000,0.236,0.00191496071812,0.073448,0.0260723330536
1000,0.237,0.00189827118239,0.080962,0.0234464462636
1000,0.238,0.00191750134481,0.074198,0.0258430327611
1000,0.239,0.00193692547838,0.081235,0.023843484685
1000,0.24,0.00192042927622,0.077487,0.0247838898941
1000,0.241,0.00193981957953,0.079725,0.0243313838762
1000,0.242,0.00195940732919,0.081599,0.0240126389929
1000,0.243,0.00194310352688,0.07821,0.0248446941168
1000,0.244,0.00196266345248,0.07966,0.0246380046759
1000,0.245,0.00198242446999,0.079982,0.0247858826984
1000,0.246,0.00196631244848,0.082058,0.0239624710385
1000,0.247,0.00198605175521,0.081507,0.0243666403524
1000,0.248,0.00200599597806,0.081964,0.0244741103175
1000,0.249,0.00199007543822,0.085672,0.0232290064224
1000,0.25,0.00201000418578,0.08401,0.0239257729529
1000,0.251,0.00203014186123,0.082175,0.0247051032703
1000,0.252,0.00201441283045,0.088773,0.0226917286839
1000,0.253,0.00203454140409,0.089567,0.0227153014402
1000,0.254,0.00205488311452,0.090741,0.0226455859481
1000,0.255,0.00203934595471,0.08668,0.0235272952782
1000,0.256,0.00205968509133,0.089243,0.0230795142626
1000,0.257,0.00208024178101,0.082727,0.0251458626689
1000,0.258,0.00206489719807,0.085521,0.0241449140921
1000,0.259,0.00208545801384,0.083473,0.0249836236129
1000,0.26,0.00210624101738,0.091539,0.0230092203037
1000,0.261,0.00209109007216,0.089129,0.0234613882368
1000,0.262,0.00211188409189,0.087096,0.0242477736278
1000,0.263,0.00213290516441,0.089945,0.0237134378165
1000,0.264,0.00211794928538,0.091152,0.0232353572646
1000,0.265,0.00213898847372,0.093519,0.0228722342382
1000,0.266,0.00216025982298,0.091744,0.023546606023
1000,0.267,0.0021455008206,0.095055,0.0225711516554
1000,0.268,0.00216679761538,0.091618,0.0236503483527
1000,0.269,0.00218833193607,0.093104,0.0235041666961
1000,0.27,0.00217377201905,0.091612,0.0237280271039
1000,0.271,0.00219533936684,0.097901,0.0224240750027
1000,0.272,0.00221714987727,0.101204,0.0219077297071
1000,0.273,0.00220279167077,0.094615,0.0232816326246
1000,0.274,0.00222464306504,0.097972,0.0227069271326
1000,0.275,0.0022467435464,0.098438,0.0228239454926
1000,0.276,0.00223259011252,0.107505,0.0207673141949
1000,0.277,0.00225473963446,0.096751,0.0233045615494
1000,0.278,0.00227714447298,0.104206,0.0218523354987
1000,0.279,0.00226319933348,0.096719,0.0233997387637
1000,0.28,0.00228566169602,0.101701,0.0224743286302
1000,0.281,0.00230838592826,0.103169,0.0223748018132
1000,0.282,0.00229465308992,0.100787,0.0227673518402
1000,0.283,0.00231744368494,0.100315,0.0231016665996
1000,0.284,0.00234050304668,0.099601,0.0234987906414
1000,0.285,0.00232698702933,0.107178,0.02171142426
1000,0.286,0.00235012197874,0.102115,0.0230144638764
1000,0.287,0.00237353295759,0.100927,0.0235173239826
1000,0.288,0.00236023882533,0.102599,0.0230045012654
1000,0.289,0.00238373503613,0.103841,0.0229556248122
1000,0.29,0.00240751492844,0.103004,0.0233730236539
1000,0.291,0.00239444832404,0.100904,0.0237299643626
1000,0.292,0.00241832354794,0.103616,0.0233392868663
1000,0.293,0.00244249052046,0.104254,0.0234282667376
1000,0.294,0.00242965770352,0.105665,0.0229939687079
1000,0.295,0.00245393060151,0.109706,0.0223682442301
1000,0.296,0.00247850375813,0.110015,0.0225287802403
1000,0.297,0.00246591164726,0.109094,0.0226035496659
1000,0.298,0.00249060185975,0.10988,0.0226665622474
1000,0.299,0.00251560131406,0.104223,0.024136719477
1000,0.3,0.00250325753344,0.107185,0.0233545508554
1000,0.301,0.00252838575647,0.110105,0.0229634054445
1000,0.302,0.00255383271062,0.111327,0.0229399221269
1000,0.303,0.00254174564162,0.113249,0.0224438683045
1000,0.304,0.00256733370983,0.116627,0.0220132020015
1000,0.305,0.00259325054048,0.112397,0.0230722398328
1000,0.306,0.00258142937863,0.113951,0.0226538545395
1000,0.307,0.00260750035579,0.112977,0.0230799220708
1000,0.308,0.00263391070789,0.116232,0.0226608051818
1000,0.309,0.00262236552598,0.118446,0.0221397558886
1000,0.31,0.00264894380381,0.121107,0.0218727555287
1000,0.311,0.00267587269304,0.115893,0.0230891658085
1000,0.312,0.00266461451102,0.116798,0.022813871051
1000,0.313,0.00269172591737,0.119891,0.0224514427052
1000,0.314,0.00271919984235,0.122159,0.0222595129491
1000,0.315,0.00270824070469,0.118355,0.0228823514401
1000,0.316,0.00273591262208,0.119027,0.0229856471396
1000,0.317,0.00276395968733,0.125186,0.0220788242083
1000,0.318,0.00275331274898,0.122498,0.0224763894021
1000,0.319,0.00278157424468,0.120988,0.0229904969474
1000,0.32,0.00281022429572,0.121052,0.0232150174778
1000,0.321,0.00279990391741,0.120738,0.0231899146698
1000,0.322,0.0028287858865,0.122548,0.0230830848851
1000,0.323,0.00285807065846,0.118381,0.0241429845876
1000,0.324,0.00284809251273,0.125957,0.022611625497
1000,0.325,0.00287762783572,0.119085,0.0241644861714
1000,0.326,0.00290758111712,0.120594,0.024110495689
1000,0.327,0.0028979623063,0.131879,0.021974403099
1000,0.328,0.00292818602295,0.125723,0.0232907743448
1000,0.329,0.00295884383654,0.13161,0.0224819074276
1000,0.33,0.00294960302425,0.143235,0.0205927533372
1000,0.331,0.00298055252582,0.124602,0.0239205833439
1000,0.332,0.00301195332859,0.127506,0.0236220517356
1000,0.333,0.00300311088655,0.132621,0.0226443088693
1000,0.334,0.00303482612862,0.140648,0.0215774566906
1000,0.335,0.00306701103346,0.140832,0.0217777993174
1000,0.336,0.00305858920556,0.131944,0.0231809646938
1000,0.337,0.00309111294424,0.14321,0.0215844769516
1000,0.338,0.00312412596605,0.138296,0.0225901397441
1000,0.339,0.00311614905211,0.131863,0.0236317166461
1000,0.34,0.00314952710665,0.135701,0.0232093139081
1000,0.341,0.00318341543611,0.140107,0.0227213161092
1000,0.342,0.00317590999806,0.133938,0.0237117920087
1000,0.343,0.00321019154339,0.141116,0.0227486007496
1000,0.344,0.00324500585222,0.141182,0.0229845578914
1000,0.345,0.00323800094575,0.138911,0.023309895874
1000,0.346,0.00327323883908,0.141735,0.0230940758393
1000,0.347,0.00330903362107,0.141047,0.0234605033859
1000,0.348,0.00330256105651,0.14016,0.023562792926
1000,0.349,0.00333881220274,0.140107,0.0238304453221
1000,0.35,0.00337564615554,0.142802,0.0236386476068
1000,0.351,0.00336974079226,0.146512,0.0229997596938
1000,0.352,0.00340706655377,0.142891,0.0238438148923
1000,0.353,0.00344500300739,0.14295,0.02409935647
1000,0.354,0.00343970308669,0.143422,0.0239830924592
1000,0.355,0.00347816974389,0.150382,0.0231288967023
1000,0.356,0.00351727714268,0.141202,0.0249095419518
1000,0.357,0.00351262466508,0.142656,0.0246230418986
1000,0.358,0.00355230393533,0.147474,0.0240876624716
1000,0.359,0.00359265638152,0.149514,0.0240288961671
1000,0.36,0.00358869753541,0.145829,0.0246089429086
1000,0.361,0.0036296671592,0.14752,0.0246045767299
1000,0.362,0.00367134502733,0.159047,0.0230833969036
1000,0.363,0.00366813067716,0.150529,0.0243682657638
1000,0.364,0.00371047508191,0.153686,0.0241432211256
1000,0.365,0.00375356571535,0.152556,0.0246045105755
1000,0.366,0.00375115195904,0.158894,0.0236078892787
1000,0.367,0.00379496301299,0.163675,0.0231859661707
1000,0.368,0.00383956151567,0.156559,0.0245246936661
1000,0.369,0.00383801032291,0.158673,0.0241881751962
1000,0.37,0.00388338819365,0.15442,0.0251482203966
1000,0.371,0.00392959833254,0.162131,0.0242371806289
1000,0.372,0.00392897827767,0.158648,0.0247653817109
1000,0.373,0.00397603241281,0.166985,0.0238107160093
1000,0.374,0.00402396764994,0.162198,0.0248089843891
1000,0.375,0.00402435475605,0.164921,0.0244017120685
1000,0.376,0.00407320500689,0.165598,0.0245969456569
1000,0.377,0.00412298968296,0.172527,0.0238976489649
1000,0.378,0.00412446839716,0.161128,0.0255974653515
1000,0.379,0.00417524631036,0.165974,0.0251560263075
1000,0.38,0.00422701700706,0.165464,0.0255464451909
1000,0.381,0.00422968133089,0.170175,0.0248548924983
1000,0.382,0.00428253163846,0.168634,0.0253954222663
1000,0.383,0.00433643875151,0.166807,0.0259967432512
1000,0.384,0.00434039355597,0.162266,0.026748632221
1000,0.385,0.00439547589993,0.174196,0.0252329324435
1000,0.386,0.00445168546241,0.172204,0.0258512314604
1000,0.387,0.00445704802316,0.16867,0.0264246636815
1000,0.388,0.00451453895968,0.170213,0.0265228799192
1000,0.389,0.00457323476336,0.167817,0.0272513199697
1000,0.39,0.00458013655989,0.16863,0.027160864377
1000,0.391,0.00464023189716,0.175322,0.0264669117234
1000,0.392,0.00470161797049,0.174428,0.0269544910822
1000,0.393,0.00471020680337,0.198657,0.0237102483344
1000,0.394,0.0047731243402,0.175219,0.0272409061814
1000,0.395,0.00483742785531,0.197277,0.0245209925907
1000,0.396,0.00484787034823,0.190995,0.0253821846029
1000,0.397,0.00491385309627,0.188564,0.0260593384542
1000,0.398,0.00498132779443,0.185267,0.0268872912846
1000,0.399,0.00499381236455,0.230038,0.0217086410269
1000,0.4,0.00506313235708,0.218707,0.0231502986053
1000,0.401,0.00513406260419,0.196073,0.0261844445905
1000,0.402,0.00514880300525,0.18185,0.0283134616731
1000,0.403,0.00522176582145,0.184531,0.0282974991814
1000,0.404,0.00529647143367,0.184211,0.0287521995628
1000,0.405,0.00531371100387,0.208919,0.025434311881
1000,0.406,0.00539066117103,0.186797,0.0288583926457
1000,0.407,0.0054695031871,0.213665,0.0255984985239
1000,0.408,0.00548951996949,0.194455,0.0282302844848
1000,0.409,0.00557084744923,0.194559,0.0286332035487
1000,0.41,0.00565423507437,0.206676,0.0273579664517
1000,0.411,0.00567734802435,0.218748,0.0259538282606
1000,0.412,0.00576349604616,0.214437,0.0268773394804
1000,0.413,0.00585189505557,0.205416,0.0284880197043
1000,0.414,0.00587847161247,0.233773,0.0251460673922
1000,0.415,0.00596994619395,0.343631,0.0173731304625
1000,0.416,0.0060638891679,0.301583,0.0201068666599
1000,0.417,0.00609435455082,0.212584,0.0286679832481
1000,0.418,0.00619173614537,0.31415,0.0197094895603
1000,0.419,0.00629183502069,0.226537,0.0277739840321
1000,0.42,0.00632668372111,0.396526,0.0159552809175
1000,0.421,0.00643064157073,0.444748,0.0144590679907
1000,0.422,0.0065376031461,0.30452,0.0214685509855
1000,0.423,0.00657741324327,0.4057,0.0162125049132
1000,0.424,0.00668872320135,0.337913,0.0197942168586
1000,0.425,0.0068033684428,0.244524,0.02782290672
1000,0.426,0.00684881957922,0.234207,0.0292425912941
1000,0.427,0.00696838642559,0.208101,0.0334855979817
1000,0.428,0.00709167470826,0.210958,0.0336165241814
1000,0.429,0.00714357085786,0.208018,0.0343411188352
1000,0.43,0.00727245648902,0.21192,0.03431698985
1000,0.431,0.0074055163172,0.224232,0.0330261350619
1000,0.432,0.00746481489592,0.216265,0.0345169809998
1000,0.433,0.00760427428251,0.210474,0.0361292809683
1000,0.434,0.00774844260723,0.208575,0.0371494311745
1000,0.435,0.00781629207391,0.215463,0.0362767253492
1000,0.436,0.00796781960888,0.215116,0.0370396419089
1000,0.437,0.00812469269487,0.204191,0.0397896709202
1000,0.438,0.0082024816597,0.21931,0.0374013116579
1000,0.439,0.00836787158637,0.215202,0.0388838002731
1000,0.44,0.00853937159986,0.216898,0.0393704487817
1000,0.441,0.00862879374438,0.226983,0.0380151541938
1000,0.442,0.00881021993251,0.21667,0.0406619279665
1000,0.443,0.0089986832396,0.213073,0.0422328649787
1000,0.444,0.00910182428724,0.226576,0.0401711756198
1000,0.445,0.00930194700891,0.303804,0.0306182506119
1000,0.446,0.00951024293649,0.510875,0.0186155966459
1000,0.447,0.00962969888363,0.386451,0.0249182920568
1000,0.448,0.00985180991057,0.286488,0.0343882114105
1000,0.449,0.0100835030055,0.273401,0.036881734176
1000,0.45,0.0102225434805,0.266318,0.0383847260812
1000,0.451,0.0104707666038,0.294319,0.0355762509516
1000,0.452,0.010730342225,0.236064,0.0454552249601
1000,0.453,0.0108931403217,0.225223,0.0483660208846
1000,0.454,0.0111727137207,0.23693,0.0471561799717
1000,0.455,0.0114658978684,0.235888,0.0486073809111
1000,0.456,0.0116578601322,0.23945,0.0486859892761
1000,0.457,0.0119755424893,0.234516,0.0510649272943
1000,0.458,0.0123097653205,0.248825,0.0494715776973
1000,0.459,0.0125380165135,0.283523,0.0442222201143
1000,0.46,0.0129026852439,0.285474,0.0451974093748
1000,0.461,0.0132877698118,0.241635,0.0549910808113
1000,0.462,0.0135618838816,0.294993,0.0459735786329
1000,0.463,0.0139854407528,0.273255,0.0511809143577
1000,0.464,0.0144346561022,0.264919,0.0544870549193
1000,0.465,0.0147677919542,0.292391,0.0505069990329
1000,0.466,0.0152665779025,0.250957,0.060833441197
1000,0.467,0.0157983034615,0.256781,0.0615244253334
1000,0.468,0.016209032277,0.271456,0.0597114533367
1000,0.469,0.0168061204109,0.268214,0.0626593705433
1000,0.47,0.0174465805175,0.268191,0.0650528187652
1000,0.471,0.0179619487122,0.255555,0.0702860390607
1000,0.472,0.0186910255122,0.310275,0.0602401918047
1000,0.473,0.0194789939276,0.259352,0.0751063956616
1000,0.474,0.0201399150065,0.290835,0.0692485945862
1000,0.475,0.0210522015516,0.253058,0.0831912113096
1000,0.476,0.0220475587005,0.262566,0.0839695874581
1000,0.477,0.0229188877069,0.260146,0.0881000965107
1000,0.478,0.0240962970178,0.289664,0.0831870616223
1000,0.479,0.0253967034276,0.273589,0.0928279405518
1000,0.48,0.0265875112979,0.270396,0.0983280495937
1000,0.481,0.0281697535343,0.268491,0.104918800013
1000,0.482,0.0299461013892,0.263847,0.11349797947
1000,0.483,0.0316545548026,0.268437,0.11792172764
1000,0.484,0.0339011189674,0.257795,0.131504175672
1000,0.485,0.0364820903701,0.266778,0.136750745451
1000,0.486,0.039108287352,0.290383,0.134678295052
1000,0.487,0.0425617705567,0.26755,0.159079688121
1000,0.488,0.0466703253141,0.280824,0.1661906579
1000,0.489,0.0511560307149,0.285305,0.179302958991
1000,0.49,0.057171004154,0.27052,0.211337439575
1000,0.491,0.06476384444,0.372443,0.173889278198
1000,0.492,0.0739461367848,0.30117,0.245529557342
1000,0.493,0.0870829906687,0.288243,0.302116584509
1000,0.494,0.105843724406,0.362266,0.29217128962
1000,0.495,0.133539953577,0.299503,0.445871839603
1000,0.496,0.183298706375,0.288882,0.634510652705
1000,0.497,0.29342507807,0.313778,0.935135917973
1000,0.498,0.945282434486,0.310312,3.04623229036
1000,0.499,0.999999993212,0.303655,3.29321102308
